Project_Name, # of Vuln, Vul-1, Vul-2, Vul-3, Vul-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
java-native-access/jna,4,unknown-javadoc-parameter,unused-container,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JGCompTech/JavaUltimateTools,9,duplicate-html-id,useless-assignment-to-local,unused-local-variable,trivial-conditional,missing-variable-declaration,input-resource-leak,dereferenced-value-may-be-null,useless-assignment-to-property,redundant-operation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jghoman/finagle-java-example,1,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jjenkov/iap-tools-java,3,unchecked-cast-in-equals,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
johndeverall/opengraph-java,1,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jOOQ/jOOQ-s-Java-8-Goodies,1,automatic-semicolon-insertion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jsoverson/JavaScript-Particle-System,2,unused-local-variable,superfluous-trailing-arguments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
komiya-atsushi/darts-java,1,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
koraktor/steam-condenser-java,3,evaluation-to-constant,non-null-boxed-variable,misleading-indentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ljtfreitas/java-restify,4,print-array,unused-container,contradictory-type-checks,inconsistent-equals-and-hashcode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
macacajs/java-home,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mdarif/JavaScript-Boilerplate,2,unused-local-variable,incomplete-sanitization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/java-example-client-basics,1,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/java-example-client-data-io,1,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/mwt-ds-explore-java,1,unchecked-cast-in-equals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft/PowerBI-JavaScript,7,duplicate-html-id,useless-assignment-to-local,useless-expression,unused-local-variable,automatic-semicolon-insertion,missing-variable-declaration,incomplete-sanitization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mingkong/JavaWeb,3,missing-variable-declaration,eval-like-call,unneeded-defensive-code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minio/minio-java,3,constant-comparison,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mongodb/mongo-java-driver,9,unused-container,non-null-boxed-variable,constant-comparison,non-sync-override,missing-space-in-concatenation,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nats-io/java-nats,5,useless-null-check,constant-comparison,input-resource-leak,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCZkevin/java/schoolproject,1,non-null-boxed-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
neo4j/neo4j-java-driver,2,inconsistent-equals-and-hashcode,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngageoint/simple-features-geojson-java,1,unknown-javadoc-parameter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
njfox/Java-Deserialization-Exploit,3,input-resource-leak,dereferenced-value-may-be-null,concatenated-command-line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nkronlage/JavaScripture,3,unused-local-variable,unreachable-statement,use-before-declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
notnoop/java-apns,2,unsynchronized-getter,missing-space-in-concatenation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onelogin/java-saml,4,unknown-javadoc-parameter,non-null-boxed-variable,input-resource-leak,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ontio/ontology-java-sdk,7,useless-null-check,constant-comparison,equals-on-unrelated-types,whitespace-contradicts-precedence,output-resource-leak,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openshift/openshift-java-client,6,unknown-javadoc-parameter,inconsistent-equals-and-hashcode,dereferenced-expr-may-be-null,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oracle/accs-caching-java-sdk,1,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palantir/tracing-java,1,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
patorjk/JavaScript-Snake,4,unused-local-variable,superfluous-trailing-arguments,automatic-semicolon-insertion,missing-variable-declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paypal/PayPal-Java-SDK,3,non-null-boxed-variable,constant-comparison,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pdfdata/pdfdata-java,1,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plaid/plaid-java/,1,unused-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rengwuxian/RxJavaSamples,1,output-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rjohnsondev/java-libpst,7,unknown-javadoc-parameter,unused-container,constant-comparison,non-sync-override,input-resource-leak,dereferenced-value-may-be-null,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shyiko/mysql-binlog-connector-java,3,inefficient-output-stream,input-resource-leak,integer-multiplication-cast-to-long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sourcegraph/srclib-java,3,input-resource-leak,dereferenced-value-may-be-null,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
splunk/splunk-sdk-java,8,print-array,useless-null-check,output-resource-leak,xxe,input-resource-leak,dereferenced-value-may-be-null,integer-multiplication-cast-to-long,misleading-indentation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spring-projects/spring-integration-java-dsl,3,abstract-to-concrete-cast,unsafe-double-checked-locking-init-order,unsafe-double-checked-locking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StevenBoscarine/JavaAsciidocWrapper,21,missing-equals,useless-assignment-to-local,equals-hash-mismatch,useless-expression,redundant-comparison,should-use-with,unused-local-variable,trivial-conditional,redundant-else,automatic-semicolon-insertion,iteration-string-and-sequence,missing-space-in-concatenation,import-deprecated-module,import-and-import-from,missing-variable-declaration,string-instead-of-regex,multiple-definition,eval-like-call,catch-base-exception,modification-of-default-value,comparison-between-incompatible-types,,,,,,,,,,,,,,,,,,,,,,
subtleGradient/JavaScript-with-JSX.tmbundle,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suguru/mongo-java-async-driver,6,unknown-javadoc-parameter,iterator-implements-iterable,unused-container,output-resource-leak,input-resource-leak,unsafe-double-checked-locking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TanckyCliff/MyJavaEE,3,unused-local-variable,trivial-conditional,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdebatty/java-LSH,2,constant-comparison,input-resource-leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tencentyun/cos-java-sdk-v5,8,unknown-javadoc-parameter,implicit-cast-in-compound-assignment,constant-comparison,inconsistent-equals-and-hashcode,non-sync-override,xxe,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tronprotocol/java-tron,8,print-array,implicit-cast-in-compound-assignment,unused-container,constant-comparison,inconsistent-equals-and-hashcode,non-sync-override,dereferenced-value-may-be-null,index-out-of-bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trung/InMemoryJavaCompiler,1,unused-container,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UIZE/UIZE-JavaScript-Framework,20,misleading-indentation-after-control-statement,incomplete-url-substring-sanitization,useless-comparison-test,unknown-directive,useless-assignment-to-local,useless-expression,incorrect-suffix-check,unused-local-variable,trivial-conditional,superfluous-trailing-arguments,automatic-semicolon-insertion,missing-variable-declaration,variable-initialization-conflict,duplicate-variable-declaration,regex,implicit-operand-conversion,use-before-declaration,incomplete-sanitization,redundant-operation,comparison-between-incompatible-types,,,,,,,,,,,,,,,,,,,,,,,
ushahidi/Ushahidi/Java,4,unknown-javadoc-parameter,constant-comparison,whitespace-contradicts-precedence,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vdbaan/owasp-java-validator,2,non-null-boxed-variable,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
versionone/VersionOne.SDK.Java.APIClient,9,unknown-javadoc-parameter,useless-null-check,inconsistent-equals-and-hashcode,xxe,input-resource-leak,dereferenced-value-may-be-null,reference-equality-of-boxed-types,unused-format-argument,useless-type-test,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
walker-walks/learning-JavaScript,3,syntax-error,automatic-semicolon-insertion,implicit-operand-conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
watson-developer-cloud/java-sdk,2,input-resource-leak,dereferenced-value-may-be-null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ykameshrao/spring-mvc-angular-js-hibernate-bootstrap-java-single-page-jwt-auth-rest-api-webapp-framework,8,print-array,useless-assignment-to-local,unused-local-variable,trivial-conditional,automatic-semicolon-insertion,dereferenced-value-may-be-null,reference-equality-of-boxed-types,insecure-cookie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yusugomori/DeepLearning,1,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abseil/abseil-cpp,6,overflowing-snprintf,constant-comparison,empty-block,rethrow-no-exception,integer-multiplication-cast-to-long,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AllenInstitute/EM/aligner/python,5,polluting-import,unused-local-variable,import-and-import-from,unnecessary-pass,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andersbakken/rtags,3,useless-expression,uncontrolled-allocation-size,use-of-goto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3js/c3,7,useless-assignment-to-local,useless-expression,unused-local-variable,superfluous-trailing-arguments,automatic-semicolon-insertion,index-out-of-bounds,use-before-declaration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carlosrafaelgn/Asm86,2,unused-local-variable,automatic-semicolon-insertion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catchorg/Catch2,8,nested-loops-with-same-variable,comparison-precedence,constant-comparison,potentially-dangerous-function,unreachable-statement,catch-base-exception,unused-import,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
civetweb/civetweb,2,eval-like-call,incomplete-sanitization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conan-io/conan,22,inheritance,procedure-return-value-used,str-format,missing-call-to-init,raise-not-implemented,inconsistent-equality,equals-hash-mismatch,polluting-import,unused-local-variable,comparison-of-identical-expressions,redundant-else,unexpected-raise-in-special-method,iteration-string-and-sequence,import-and-import-from,multiple-definition,insecure-temporary-file,similar-function,call,duplicate-key-dict-literal,catch-base-exception,unused-import,percent-format,,,,,,,,,,,,,,,,,,,,,
distcc/distcc,15,short-global-name,unused-loop-variable,repeated-import,missing-header-guard,redundant-comparison,unused-local-variable,use-of-apply,test-equals-none,import-and-import-from,multiple-definition,unreachable-statement,regex,catch-base-exception,unused-import,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabime/spdlog,1,rule-of-two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hamish2014/FreeCAD/assembly2,15,leaking-list-comprehension,init-calls-subclass,missing-call-to-init,inconsistent-equality,equals-hash-mismatch,truncated-division,polluting-import,unused-local-variable,syntax-error,incomplete-ordering,test-equals-none,multiple-definition,unreachable-statement,catch-base-exception,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kazuho/C,2,short-global-name,wrong-type-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattbierner/Template-Assembly,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miloyip/nativejson-benchmark,3,unused-local-variable,automatic-semicolon-insertion,implicit-operand-conversion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ruby/ruby,2,unused-local-variable,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sass/libsass,8,declaration-hides-parameter,large-parameter,constant-comparison,empty-block,slicing,assignment-does-not-return-this,rule-of-two,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tanghaibao/jcvi,30,unused-loop-variable,repeated-import,init-calls-subclass,inheritance,procedure-return-value-used,nested-loops-with-same-variable,use-of-input,unguarded-next-in-generator,str-format,missing-call-to-init,inconsistent-equality,missing-equals,redundant-comparison,conflicting-attributes,truncated-division,should-use-with,unused-local-variable,test-equals-none,import-and-import-from,multiple-definition,insecure-temporary-file,comparison-using-is,similar-function,call,unreachable-statement,regex,catch-base-exception,unused-import,call-to-non-callable,property-in-old-style-class,,,,,,,,,,,,,
AdoptOpenJDK/jitwatch,6,implicit-cast-in-compound-assignment,unused-container,useless-null-check,constant-comparison,dereferenced-value-may-be-null,unused-format-argument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akheron/jansson,1,constant-comparison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
andrewchambers/c,6,short-global-name,missing-header-guard,useless-expression,wrong-type-format-argument,wrong-number-format-arguments,local-variable-hides-global-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aquynh/capstone,14,not-named-self,missing-header-guard,polluting-import,constant-comparison,unused-local-variable,syntax-error,empty-block,no-space-for-terminator,missing-return,unreachable-statement,catch-base-exception,unused-import,fixme-comment,local-variable-hides-global-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArowShot/rust-lua-vue,1,unused-local-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chriskohlhoff/asio,6,large-parameter,constant-comparison,potentially-dangerous-function,slicing,assignment-does-not-return-this,resource-not-released-in-destructor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DaveGamble/cJSON,1,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dotMorten/DotNetOMDGenerator,6,useless-assignment-to-local,unused-local-variable,empty-block,local-not-disposed,dereferenced-value-may-be-null,string-concatenation-in-loop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edenhill/librdkafka,14,inheritance,overflowing-snprintf,declaration-hides-parameter,missing-header-guard,constant-comparison,potentially-dangerous-function,no-space-for-terminator,incomplete-ordering,new-free-mismatch,multiple-definition,integer-multiplication-cast-to-long,unused-import,fixme-comment,local-variable-hides-global-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eranif/codelite,31,duplicate-include-guard,duplicate-html-attribute,use-in-own-initializer,constant-conditional-expression,declaration-hides-parameter,member-const-no-effect,missing-header-guard,useless-expression,ambiguously-signed-bit-field,virtual-call-in-constructor,uncontrolled-allocation-size,large-parameter,constant-comparison,unused-local-variable,incorrect-string-type-conversion,automatic-semicolon-insertion,empty-block,slicing,test-equals-none,assignment-does-not-return-this,bitwise-sign-check,integer-multiplication-cast-to-long,unreachable-statement,resource-not-released-in-destructor,catch-base-exception,rule-of-two,unused-import,dead-code-goto,use-of-goto,fixme-comment,local-variable-hides-global-variable,,,,,,,,,,,,
exscape/exscapeOS,1,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
facebook/infer,6,missing-equals,unused-local-variable,import-and-import-from,unreachable-statement,catch-base-exception,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hugsy/cemu,6,missing-equals,unused-local-variable,import-and-import-from,multiple-definition,similar-function,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isocpp/CppCoreGuidelines,2,multiple-definition,unused-import,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lballabio/QuantLib,4,inconsistent-virtual-inheritance,virtual-call-in-constructor,large-parameter,potentially-dangerous-function,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LuaDist/tcc,7,uncontrolled-allocation-size,potentially-dangerous-function,empty-block,integer-multiplication-cast-to-long,use-of-goto,wrong-type-format-argument,local-variable-hides-global-variable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
McGill-DMaS/Kam1n0-Community,43,unknown-javadoc-parameter,unused-loop-variable,print-array,unused-container,abstract-to-concrete-cast,test-for-negative-container-size,unsynchronized-getter,useless-assignment-to-local,useless-expression,evaluation-to-constant,non-null-boxed-variable,useless-null-check,constant-comparison,unused-local-variable,inconsistent-equals-and-hashcode,trivial-conditional,superfluous-trailing-arguments,output-resource-leak,automatic-semicolon-insertion,malformed-html-id,non-sync-override,test-equals-none,unchecked-cast-in-equals,missing-space-in-concatenation,import-deprecated-module,import-and-import-from,missing-variable-declaration,multiple-definition,input-resource-leak,dereferenced-value-may-be-null,comparison-using-is,concatenated-command-line,reference-equality-of-boxed-types,integer-multiplication-cast-to-long,unreachable-statement,unused-format-argument,index-out-of-bounds,use-before-declaration,catch-base-exception,unused-import,incomplete-sanitization,unneeded-defensive-code,comparison-between-incompatible-types
msgpack/msgpack-c,3,overflowing-snprintf,use-of-goto,fixme-comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
